time_hr,Northridge_S3_Mean_Pop,Northridge_S3_Mean_SVI,Northridge_S4B_centrality-first_Pop,Northridge_S4B_impact-first_Pop,Northridge_S4B_betweenness-first_Pop,Northridge_S4B_degree-first_Pop,Northridge_S4B_closeness-first_Pop,Northridge_S4B_hospital-first_Pop,Northridge_S4B_random_Pop,Northridge_S4B_centrality-first_SVI,Northridge_S4B_impact-first_SVI,Northridge_S4B_betweenness-first_SVI,Northridge_S4B_degree-first_SVI,Northridge_S4B_closeness-first_SVI,Northridge_S4B_hospital-first_SVI,Northridge_S4B_random_SVI,Northridge_GA_Best_Pop,SanFernando_S3_Mean_Pop,SanFernando_S3_Mean_SVI,SanFernando_S4B_centrality-first_Pop,SanFernando_S4B_impact-first_Pop,SanFernando_S4B_betweenness-first_Pop,SanFernando_S4B_degree-first_Pop,SanFernando_S4B_closeness-first_Pop,SanFernando_S4B_hospital-first_Pop,SanFernando_S4B_random_Pop,SanFernando_S4B_centrality-first_SVI,SanFernando_S4B_impact-first_SVI,SanFernando_S4B_betweenness-first_SVI,SanFernando_S4B_degree-first_SVI,SanFernando_S4B_closeness-first_SVI,SanFernando_S4B_hospital-first_SVI,SanFernando_S4B_random_SVI,SanFernando_GA_Best_Pop,LongBeach_S3_Mean_Pop,LongBeach_S3_Mean_SVI,LongBeach_S4B_centrality-first_Pop,LongBeach_S4B_impact-first_Pop,LongBeach_S4B_betweenness-first_Pop,LongBeach_S4B_degree-first_Pop,LongBeach_S4B_closeness-first_Pop,LongBeach_S4B_hospital-first_Pop,LongBeach_S4B_random_Pop,LongBeach_S4B_centrality-first_SVI,LongBeach_S4B_impact-first_SVI,LongBeach_S4B_betweenness-first_SVI,LongBeach_S4B_degree-first_SVI,LongBeach_S4B_closeness-first_SVI,LongBeach_S4B_hospital-first_SVI,LongBeach_S4B_random_SVI,LongBeach_GA_Best_Pop
10.0,0.32352360154186743,0.37727709081040406,0.17419110871849008,0.19848910300945677,0.1850916852120548,0.1868101352390714,0.2060218411700976,0.14153734642905572,0.284284411568079,0.20703587050870628,0.2448531780010379,0.21808943586903395,0.215305544539768,0.2477193212033973,0.1714105553017254,0.33343533999420394,0.294413432225483,0.7563477476315741,0.7622766518651295,0.7253909179825493,0.7563477476315741,0.7253909179825493,0.7253909179825493,0.6980947366072064,0.6980947366072064,0.7563477476315741,0.7338899544990745,0.7622766518651295,0.7338899544990745,0.7338899544990745,0.7086611566950403,0.7086611566950403,0.7622766518651295,0.7253909179825493,0.8792622708787224,0.852206051010435,0.8792622708787224,0.8792622708787224,0.8792622708787224,0.8792622708787224,0.8792622708787224,0.8792622708787224,0.8792622708787224,0.852206051010435,0.852206051010435,0.852206051010435,0.852206051010435,0.852206051010435,0.852206051010435,0.852206051010435,0.859791702740981
11.0,0.3518198360824841,0.4115008341668989,0.2024873432591067,0.24659790522869043,0.2133879197526714,0.22443741242341075,0.2752904715420372,0.16983358096967227,0.3125806461086955,0.24125961386520112,0.30160406342365625,0.2523131792255288,0.25992035032996563,0.3327996452715573,0.20563429865822025,0.36765908335069886,0.32270966676609963,0.7563477476315741,0.7622766518651295,0.7253909179825493,0.7563477476315741,0.7253909179825493,0.7253909179825493,0.7253909179825493,0.7253909179825493,0.7563477476315741,0.7338899544990745,0.7622766518651295,0.7338899544990745,0.7338899544990745,0.7338899544990745,0.7338899544990745,0.7622766518651295,0.7563477476315741,0.9086502915488532,0.8883411945605366,0.9041976895705157,0.9041976895705157,0.9041976895705157,0.9041976895705157,0.9041976895705157,0.8792622708787224,0.8792622708787224,0.8834023781309792,0.8834023781309792,0.8834023781309792,0.8834023781309792,0.8834023781309792,0.852206051010435,0.852206051010435,0.8847271214327744
12.0,0.4032799244387257,0.4614120128813026,0.2024873432591067,0.24659790522869043,0.2133879197526714,0.22443741242341075,0.290893651592659,0.19413227394437663,0.3125806461086955,0.24125961386520112,0.30160406342365625,0.2523131792255288,0.25992035032996563,0.3464880530175376,0.22633571246162082,0.36765908335069886,0.3470083597408039,0.7850129709206899,0.7904380919322133,0.7540561412716651,0.7850129709206899,0.7850129709206899,0.7850129709206899,0.7850129709206899,0.7850129709206899,0.7563477476315741,0.7620513945661582,0.7904380919322133,0.7904380919322133,0.7904380919322133,0.7904380919322133,0.7904380919322133,0.7622766518651295,0.7850129709206899,0.9171390295877084,0.8982361782076549,0.9041976895705157,0.9041976895705157,0.9041976895705157,0.9126864276093709,0.9041976895705157,0.9041976895705157,0.9126864276093709,0.8834023781309792,0.8834023781309792,0.8834023781309792,0.8932973617780975,0.8834023781309792,0.8834023781309792,0.8932973617780975,0.8847271214327744
13.0,0.4032799244387257,0.4614120128813026,0.26225347739428034,0.298057993584932,0.24804662080853496,0.25159880780494803,0.33404109068737786,0.22129366932591388,0.3125806461086955,0.3008581417781362,0.35151524213805996,0.28996911443600715,0.28913011524096877,0.39403897187513415,0.2555454773726239,0.36765908335069886,0.37416975512234124,0.8402498955757336,0.8456989672957146,0.8136878055366769,0.8136878055366769,0.8136878055366769,0.8136878055366769,0.8136878055366769,0.8136878055366769,0.7563477476315741,0.8200563969655587,0.8200563969655587,0.8200563969655587,0.8200563969655587,0.8200563969655587,0.8200563969655587,0.7622766518651295,0.7850129709206899,0.9171390295877084,0.8982361782076549,0.9041976895705157,0.9041976895705157,0.9126864276093709,0.9126864276093709,0.9041976895705157,0.9086502915488532,0.9171390295877084,0.8834023781309792,0.8834023781309792,0.8932973617780975,0.8932973617780975,0.8834023781309792,0.8883411945605366,0.8982361782076549,0.8932158594716296
14.0,0.4245048846517822,0.475872352961899,0.2834784376073369,0.31928295379798866,0.2935702739962958,0.2731741939065614,0.3597186528787718,0.22129366932591388,0.34940878637237405,0.3153184818587326,0.36597558221865634,0.32513086832000415,0.31411359957265134,0.4134381283852881,0.2555454773726239,0.3958078311772757,0.37904819578772647,0.8402498955757336,0.8456989672957146,0.8402498955757336,0.8402498955757336,0.8402498955757336,0.8136878055366769,0.8136878055366769,0.8136878055366769,0.7850129709206899,0.8456989672957146,0.8456989672957146,0.8456989672957146,0.8200563969655587,0.8200563969655587,0.8200563969655587,0.7904380919322133,0.8115750609597465,0.9246363352620347,0.90668234850713,0.9171390295877084,0.9171390295877084,0.9171390295877084,0.9171390295877084,0.9171390295877084,0.9086502915488532,0.9246363352620347,0.8982361782076549,0.8982361782076549,0.8982361782076549,0.8982361782076549,0.8982361782076549,0.8883411945605366,0.90668234850713,0.897668461449967
15.0,0.5162003526242869,0.5685424102152686,0.4014044462176407,0.3818915087507351,0.325505926973805,0.364869661879066,0.45629256151666164,0.3450054751870263,0.3784956993921323,0.4395080983441183,0.42794795179623324,0.35357705237706444,0.40678365682602113,0.5115604316428032,0.3904618302047619,0.4265055188530685,0.4852325135465601,0.8402498955757336,0.8456989672957146,0.8402498955757336,0.8402498955757336,0.8402498955757336,0.8136878055366769,0.8136878055366769,0.8402498955757336,0.8136878055366769,0.8456989672957146,0.8456989672957146,0.8456989672957146,0.8200563969655587,0.8200563969655587,0.8456989672957146,0.8200563969655587,0.8402498955757336,0.9270224632084398,0.9092382200354351,0.9195251575341136,0.9171390295877084,0.9195251575341136,0.9246363352620347,0.9195251575341136,0.9171390295877084,0.9270224632084398,0.9007920497359598,0.8982361782076549,0.9007920497359598,0.90668234850713,0.9007920497359598,0.8982361782076549,0.9092382200354351,0.897668461449967
16.0,0.5162003526242869,0.5685424102152686,0.4351662566817055,0.4366165116808062,0.33483696961752774,0.38625572600341934,0.46473234105270034,0.3648180428656434,0.3784956993921323,0.4764664483049811,0.4840853608162286,0.3639681148107673,0.4298435904832635,0.5193349978731042,0.4129889722708854,0.4265055188530685,0.4876186414929652,0.8636206160451714,0.8705306648738639,0.8636206160451714,0.8636206160451714,0.8402498955757336,0.8402498955757336,0.8636206160451714,0.8636206160451714,0.8402498955757336,0.8705306648738639,0.8705306648738639,0.8456989672957146,0.8456989672957146,0.8705306648738639,0.8705306648738639,0.8456989672957146,0.8636206160451714,0.9353285089873717,0.9189255692339665,0.9270224632084398,0.9246363352620347,0.9270224632084398,0.9246363352620347,0.9270224632084398,0.9246363352620347,0.9270224632084398,0.9092382200354351,0.90668234850713,0.9092382200354351,0.90668234850713,0.9092382200354351,0.90668234850713,0.9092382200354351,0.9075518950706984
17.0,0.5306537149242003,0.5779128458835785,0.4540722209599567,0.45435831427975015,0.3884030134287172,0.4219340485163895,0.479185703352614,0.3648180428656434,0.392949061692046,0.49077570040284846,0.5057099364011264,0.41463930222989476,0.4536743662321696,0.5287054335414141,0.4129889722708854,0.43587595452137834,0.4876186414929652,0.8636206160451714,0.8705306648738639,0.8636206160451714,0.8636206160451714,0.8636206160451714,0.8636206160451714,0.8636206160451714,0.8636206160451714,0.8636206160451714,0.8705306648738639,0.8705306648738639,0.8705306648738639,0.8705306648738639,0.8705306648738639,0.8705306648738639,0.8705306648738639,0.8636206160451714,0.9773797567356707,0.9729231784109567,0.9590388010970475,0.9566526731506425,0.9773797567356707,0.9773797567356707,0.9773797567356707,0.9270224632084398,0.9773797567356707,0.9514845156142031,0.948928644085898,0.9729231784109567,0.9729231784109567,0.9729231784109567,0.9092382200354351,0.9729231784109567,0.9395682329593062
18.0,0.584277698441362,0.6177013542189284,0.4540722209599567,0.5006192645505876,0.4469560929015256,0.4219340485163895,0.48654245427087905,0.4276291919682596,0.423621963667283,0.49077570040284846,0.5490506067597188,0.46909532741863036,0.4536743662321696,0.5346842900140544,0.4720602931147063,0.46940214004189484,0.5170848079460153,0.8752459744303451,0.876620852368506,0.8636206160451714,0.8636206160451714,0.8636206160451714,0.8636206160451714,0.8636206160451714,0.8636206160451714,0.8636206160451714,0.8705306648738639,0.8705306648738639,0.8705306648738639,0.8705306648738639,0.8705306648738639,0.8705306648738639,0.8705306648738639,0.8636206160451714,0.9999999999999999,0.9999999999999999,0.9773797567356707,0.9773797567356707,0.9859513716663116,0.9773797567356707,0.9859513716663116,0.9673448468759795,0.9773797567356707,0.9729231784109567,0.9729231784109567,0.983403986137094,0.9729231784109567,0.983403986137094,0.9611718648127348,0.9729231784109567,0.9581747577496385
19.0,0.584277698441362,0.6177013542189284,0.486669817560107,0.5516416777407396,0.4784706608839021,0.446091865580501,0.5107002713349905,0.4850284735030962,0.4957144836292654,0.5145804374555567,0.5920216243193721,0.49110435471367775,0.46970453705457665,0.5507144608364615,0.5289741402561892,0.5362870677379223,0.5412426250101268,0.8752459744303451,0.876620852368506,0.8636206160451714,0.8636206160451714,0.8636206160451714,0.8636206160451714,0.8636206160451714,0.8636206160451714,0.8636206160451714,0.8705306648738639,0.8705306648738639,0.8705306648738639,0.8705306648738639,0.8705306648738639,0.8705306648738639,0.8705306648738639,0.8752459744303451,0.9999999999999999,0.9999999999999999,0.9773797567356707,0.9773797567356707,0.9859513716663116,0.9951215593346148,0.9951215593346148,0.9773797567356707,0.9999999999999999,0.9729231784109567,0.9729231784109567,0.983403986137094,0.9945477539958545,0.9945477539958545,0.9729231784109567,0.9999999999999999,0.9664808035285704
20.0,0.584277698441362,0.6177013542189284,0.486669817560107,0.5624675852231833,0.4784706608839021,0.46972787550366757,0.5107002713349905,0.5158789092385374,0.4957144836292654,0.5145804374555567,0.6023520620779781,0.49110435471367775,0.49985788012479626,0.5507144608364615,0.5623984363883331,0.5362870677379223,0.5624675852231833,0.8752459744303451,0.876620852368506,0.8636206160451714,0.8636206160451714,0.8752459744303451,0.8752459744303451,0.8636206160451714,0.8636206160451714,0.8752459744303451,0.8705306648738639,0.8705306648738639,0.876620852368506,0.876620852368506,0.8705306648738639,0.8705306648738639,0.876620852368506,0.8752459744303451,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9805294318622586
21.0,0.6082197541203205,0.6393355664259319,0.5474347906103805,0.5864096409021419,0.5024127165628605,0.513482498861243,0.554454894692566,0.5651846806890852,0.4957144836292654,0.5659518436481432,0.6239862742849817,0.5127385669206812,0.5440192343979233,0.5948758151095885,0.6095259342043853,0.5362870677379223,0.584277698441362,0.8752459744303451,0.876620852368506,0.8752459744303451,0.8752459744303451,0.8752459744303451,0.8752459744303451,0.8752459744303451,0.8636206160451714,0.8752459744303451,0.876620852368506,0.876620852368506,0.876620852368506,0.876620852368506,0.876620852368506,0.8705306648738639,0.876620852368506,0.8752459744303451,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9805294318622586
22.0,0.6247136599726308,0.6506172320213215,0.5837412641413078,0.5864096409021419,0.5189066224151708,0.513482498861243,0.5787535876672703,0.5816785865413956,0.5122083894815758,0.5997606513096563,0.6239862742849817,0.5240202325160707,0.5440192343979233,0.6155772289129893,0.6208075997997746,0.5475687333333117,0.584277698441362,0.8976154167313621,0.9000354428366475,0.8752459744303451,0.8752459744303451,0.8752459744303451,0.8752459744303451,0.8752459744303451,0.8859900583461883,0.8752459744303451,0.876620852368506,0.876620852368506,0.876620852368506,0.876620852368506,0.876620852368506,0.8939452553420054,0.876620852368506,0.8752459744303451,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9805294318622586
23.0,0.6962314136156194,0.7177916173029903,0.6552590177842963,0.6384551959875666,0.6082522873916918,0.5616295320347936,0.6502713413102588,0.6457464657814536,0.5361504451605341,0.6669350365913251,0.6784362768964765,0.6119499959429562,0.5863619221014431,0.682751614194658,0.6728240201286949,0.5692029455403153,0.6363232535267869,0.8976154167313621,0.9000354428366475,0.8752459744303451,0.8976154167313621,0.8752459744303451,0.8752459744303451,0.8752459744303451,0.8976154167313621,0.8752459744303451,0.876620852368506,0.9000354428366475,0.876620852368506,0.876620852368506,0.876620852368506,0.9000354428366475,0.876620852368506,0.8752459744303451,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9805294318622586
24.0,0.6962314136156194,0.7177916173029903,0.6552590177842963,0.6458119469058314,0.6082522873916918,0.6026019278661165,0.6502713413102588,0.6817780513157057,0.5656166116135845,0.6669350365913251,0.6844151333691166,0.6119499959429562,0.6372185028131082,0.682751614194658,0.7084211816346806,0.592961283053258,0.6363232535267869,0.8976154167313621,0.9000354428366475,0.8976154167313621,0.8976154167313621,0.8752459744303451,0.8976154167313621,0.8976154167313621,0.8976154167313621,0.8976154167313621,0.9000354428366475,0.9000354428366475,0.876620852368506,0.9000354428366475,0.9000354428366475,0.9000354428366475,0.9000354428366475,0.8752459744303451,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9805294318622586
25.0,0.7700971826469973,0.7847260759041127,0.7477277403459803,0.7196777159372096,0.6833846240452195,0.6540982545964776,0.7017676680406199,0.7556438203470838,0.6118184355242673,0.7613114854359713,0.7513495919702391,0.6856232071461568,0.6807383709460892,0.7262714823276392,0.7753556402358031,0.6331514086973045,0.7054658549480077,0.8976154167313621,0.9000354428366475,0.8976154167313621,0.8976154167313621,0.8976154167313621,0.8976154167313621,0.8976154167313621,0.8976154167313621,0.8976154167313621,0.9000354428366475,0.9000354428366475,0.9000354428366475,0.9000354428366475,0.9000354428366475,0.9000354428366475,0.9000354428366475,0.8976154167313621,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9805294318622586
26.0,0.7700971826469973,0.7847260759041127,0.7477277403459803,0.7196777159372096,0.7243570198765424,0.6783969475711821,0.7017676680406199,0.7556438203470838,0.6389798309058046,0.7613114854359713,0.7513495919702391,0.736479787857822,0.70143978474949,0.7262714823276392,0.7753556402358031,0.6623611736083075,0.7054658549480077,0.8976154167313621,0.9000354428366475,0.8976154167313621,0.8976154167313621,0.8976154167313621,0.8976154167313621,0.8976154167313621,0.8976154167313621,0.8976154167313621,0.9000354428366475,0.9000354428366475,0.9000354428366475,0.9000354428366475,0.9000354428366475,0.9000354428366475,0.9000354428366475,0.8976154167313621,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9805294318622586
